registro_id,data_registro,linha_producao,turno,maquina,idade_maquina_anos,temperatura_valor,unidade_temperatura,pressao_valor,unidade_pressao,vibracao_motor_mm_s,velocidade_esteira_m_min,umidade_pct,tamanho_lote,tempo_setup_min,paradas_nao_planejadas,taxa_defeitos_pct,energia_sensor_b_kwh,codigo_campanha,ruido_aleatorio,consumo_energia_kwh,falha_24h
REG-00454,24/04/2025 12:00,linha_A,noite,M03,7,1354.74,F,5.0,bar,2.691,30.3,49.69,1124,32.3,0,3.848,446.07,A12,-1.0520300291006222,446.3,0
REG-00455,04-24-2025 18:00,linha_A,TARDE,M03,3,771.95,C,5.826,bar,2.844,44.89,66.51,2368,49.63,0,1.291,546.91,A12,-0.5118867500884194,540.61,0
REG-00456,2025-04-25 00:00:00,L-C,MANHA,M01,5,747.22,C,4.965,bar,1.947,39.49,52.56,3557,34.36,1,2.153,526.46,A12,0.4515035201263798,519.52,0
REG-00457,25/04/2025 06:00,linha_B,NOITE,M03,10,811.61,C,97.374,psi,2.857,44.04,37.04,3405,49.24,2,2.603,575.5,X00,0.01946069441244697,574.97,0
REG-00458,04-25-2025 12:00,linha c,Vespertino,M06,6,1371.15,F,5.74,bar,1.983,41.94,34.85,4122,23.6,1,1.335,498.96,X00,0.46636959051922316,510.82,0
REG-00459,2025-04-25 18:00:00,B,M,M02,8,778.33,C,5.984,bar,2.604,41.13,34.28,1554,37.76,0,1.459,504.03,C99,-0.2872410645747687,504.67,0
REG-00460,26/04/2025 00:00,linha b,Manhã,M08,3,778.63,C,6.799,bar,1.092,41.54,62.42,1605,50.71,1,1.782,538.8,B07,1.8632653870515217,528.78,0
REG-00461,04-26-2025 06:00,linha a,tarde,M01,7,1406.18,F,6.091,bar,2.718,41.9,41.18,3039,34.8,2,1.603,533.31,X00,-0.6697401321390095,521.6,0
REG-00462,2025-04-26 12:00:00,L-C,noite,M05,4,-50.0,F,72.848,psi,2.166,48.05,58.6,4448,49.57,0,1.363,561.99,X00,2.6915747130482157,549.79,0
REG-00463,26/04/2025 18:00,L-A,manha,M04,2,768.95,C,5.536,bar,1.734,41.91,56.64,3835,9.43,0,0.485,479.09,X00,1.241923917349136,467.21,0
REG-00464,04-27-2025 00:00,Linha B,NOITE,M07,2,786.89,C,6.073,bar,1.584,46.88,54.22,3611,30.69,0,1.828,540.3,B07,0.8321152873843225,537.25,0
REG-00465,2025-04-27 06:00:00,L-B,Noite,M08,8,776.4,C,5.964,bar,2.137,46.23,60.26,1195,42.54,3,2.61,544.36,C99,-1.0404776343573001,542.94,1
REG-00466,27/04/2025 12:00,Linha B,NOITE,M05,6,774.56,C,5.916,bar,"2,607",45.0,56.9,4487,63.11,1,1.049,569.25,C99,0.9096823836949726,557.88,0
REG-00467,04-27-2025 18:00,Linha C,Manhã,M06,2,718.38,C,76.872,psi,1.233,33.96,22.48,4934,23.37,1,3.003,557.25,A12,0.603938430680615,550.69,0
REG-00468,2025-04-28 00:00:00,,,M06,8,740.49,C,65.815,psi,2.77,47.02,51.12,3245,52.65,0,2.676,479.38,C99,-2.1196104026729263,465.14,0
REG-00469,28/04/2025 06:00,linha b,NOITE,M05,3,769.8,C,5.874,bar,2.824,39.94,60.1,2214,51.28,0,1.256,532.3,C99,-1.404600307221224,521.43,0
REG-00470,04-28-2025 12:00,linha_A,Matutino,M02,1,1354.58,F,4.959,bar,2.298,45.22,74.68,3582,27.54,0,2.797,481.31,C99,0.3576279264154971,464.08,0
REG-00471,2025-04-28 18:00:00,Linha B,T,M04,2,793.92,C,6.517,bar,"1,083",37.62,75.24,3498,32.92,0,1.447,542.6,B07,-0.1332997216658097,538.25,0
REG-00472,29/04/2025 00:00,Linha A,Noturno,M02,7,1444.17,F,6.275,bar,2.168,36.67,38.64,4702,45.1,0,2.806,558.69,C99,-0.5164782095508309,542.02,0
REG-00473,04-29-2025 06:00,L-A,Manhã,M04,15,1361.58,F,4.494,bar,"3,640",50.89,,1265,35.22,2,3.397,496.7,X00,1.0789491944554621,"473,32",0
REG-00474,2025-04-29 12:00:00,linha a,NOITE,M05,4,1414.58,F,5.78,bar,1.988,37.69,36.21,2964,34.34,1,1.768,504.25,C99,-0.8837792884193246,496.37,0
REG-00475,29/04/2025 18:00,L-A,NOITE,M02,5,744.39,C,5.211,bar,1.52,47.16,73.24,3779,237.896006160936,1,3.129,530.44,X00,-0.4552409430160591,518.67,0
REG-00476,04-30-2025 00:00,L-B,NOITE,M02,4,775.51,C,6.08,bar,2.193,42.53,67.15,2265,46.07,0,1.637,491.89,X00,-0.6470297880169557,491.96,0
REG-00477,2025-04-30 06:00:00,Linha B,T,M07,6,1424.43,F,6.107,bar,2.275,40.11,59.21,4329,40.32,0,1.368,529.62,B07,0.5101692578797279,514.74,0
REG-00478,30/04/2025 12:00,B,Noturno,M04,11,791.83,C,6.949,bar,3.791,41.8,56.99,1071,49.56,0,3.942,504.65,C99,-1.719458199821009,488.3,0
REG-00479,04-30-2025 18:00,A,tarde,M02,5,1392.41,F,5.701,bar,2.036,36.15,71.57,1242,47.97,1,3.231,502.62,C99,-0.49767185185040463,499.09,0
REG-00480,2025-05-01 00:00:00,Linha A,noite,M06,10,781.21,C,6.161,bar,3.326,,69.54,4121,56.27,1,2.049,586.11,X00,-1.7227652206626862,572.83,0
REG-00481,01/05/2025 06:00,L-A,,M06,14,758.58,C,73.204,psi,,37.13,68.9,1328,45.12,2,1.99,493.75,B07,-0.3128754752418948,484.24,0
REG-00482,05-01-2025 12:00,linha_B,noite,M07,15,769.31,C,5.569,bar,2.987,40.22,60.48,2557,71.42,0,2.587,514.22,A12,0.7230490097575197,503.54,0
REG-00483,2025-05-01 18:00:00,linha_A,Matutino,M07,9,1350.39,F,,bar,2.995,46.16,50.81,1980,61.6,0,2.793,526.42,C99,0.7408964952471109,512.24,0
REG-00484,02/05/2025 00:00,Linha A,M,M08,11,1399.2,F,5.575,bar,3.418,43.14,64.21,3690,56.33,0,2.492,561.27,C99,-0.7275983327674701,548.89,0
REG-00485,05-02-2025 06:00,Linha A,manha,M05,14,771.11,C,82.179,psi,2.889,35.33,64.79,850,41.68,1,2.544,509.49,C99,0.5333219529159293,503.06,1
REG-00486,2025-05-02 12:00:00,linha_B,Tarde,M03,12,790.92,C,6.1,bar,3.071,45.83,52.71,2298,37.16,2,2.493,550.56,C99,-0.18516342224493876,535.86,0
REG-00487,02/05/2025 18:00,linha a,T,M07,5,1486.94,F,94.755,psi,1.528,41.97,50.79,4941,37.08,1,3.429,596.29,C99,1.3610849730784083,578.71,0
REG-00488,05-03-2025 00:00,L-B,TARDE,M03,2,811.74,C,6.474,bar,1.678,39.56,,2349,38.13,2,3.371,547.69,A12,-0.1299628614739487,543.96,1
REG-00489,2025-05-03 06:00:00,linha b,Tarde,M03,2,780.46,C,6.032,bar,2.137,45.36,74.97,3313,16.18,0,1.189,539.69,X00,-2.9730473622832214,531.72,0
REG-00490,03/05/2025 12:00,linha b,noite,M07,14,1427.5,F,5.444,bar,"3,124",41.25,46.01,4949,57.74,2,1.669,649.94,B07,0.8946810087109731,"654,27",0
REG-00491,05-03-2025 18:00,L-B,Noturno,M08,9,789.45,C,6.033,bar,2.558,36.75,51.84,3351,61.25,3,2.284,557.17,A12,-0.4590991992390889,544.34,1
REG-00492,2025-05-04 00:00:00,linha b,MANHA,M03,5,757.92,C,5.3,bar,1.642,50.32,,3970,47.92,2,2.638,512.16,X00,-0.2741999521494339,494.95,0
REG-00493,04/05/2025 06:00,Linha A,NOITE,M06,6,783.99,C,5.752,bar,"1,988",41.92,60.84,4827,34.09,1,2.958,538.29,X00,0.33592347224050134,532.36,0
REG-00494,05-04-2025 12:00,C,NOITE,M08,5,757.51,C,5.558,bar,2.941,41.63,48.73,3392,31.47,0,2.472,513.85,C99,-1.4247079130747367,505.2,0
REG-00495,2025-05-04 18:00:00,Linha B,T,M07,13,790.62,C,6.678,bar,3.223,40.18,77.6,4294,54.2,0,3.008,558.74,C99,0.07465357487864907,552.22,0
REG-00496,05/05/2025 00:00,Linha B,M,M01,10,785.37,C,6.069,bar,2.349,47.31,60.07,2934,45.16,1,2.622,544.74,A12,0.5344969948855168,539.72,0
REG-00497,05-05-2025 06:00,L-B,N,M06,14,812.01,C,6.907,bar,3.178,39.64,61.38,4219,57.12,0,3.625,565.97,B07,0.36406418946306923,"555,78",0
REG-00498,2025-05-05 12:00:00,A,NOITE,M02,5,766.08,C,85.143,psi,12.57380520489562,,76.11,3496,48.22,0,1.823,497.82,A12,-0.598931251033421,496.64,0
REG-00499,05/05/2025 18:00,B,N,M07,8,778.97,C,5.819,bar,2.084,38.95,49.61,2225,57.7,3,2.682,549.02,B07,0.9919319635212448,542.76,0
REG-00500,05-06-2025 00:00,Linha B,,M01,2,808.16,C,6.671,bar,2.372,47.97,53.94,3144,23.81,0,2.027,486.93,B07,-0.9974959492459441,486.86,0
REG-00501,2025-05-06 06:00:00,Linha C,N,M08,15,1415.15,F,6.171,bar,3.386,45.74,39.96,2206,55.66,1,1.558,564.36,A12,-0.625521632378334,"551,38",0
REG-00502,06/05/2025 12:00,linha c,T,M02,8,750.22,C,80.005,psi,3.391,40.85,52.93,2467,40.24,2,1.911,520.98,C99,-0.13600143552714444,511.4,0
REG-00503,05-06-2025 18:00,linha b,Vespertino,M04,9,786.09,C,6.493,bar,2.627,48.18,37.13,2025,44.62,0,3.067,497.99,C99,0.2954683592718488,494.03,0
REG-00504,2025-05-07 00:00:00,B,T,M02,7,789.52,C,6.709,bar,2.394,45.37,63.97,2862,53.77,0,3.516,546.92,B07,-0.32454331835599154,538.54,0
REG-00505,07/05/2025 06:00,Linha C,Noite,M07,5,757.51,C,4.733,bar,2.438,40.8,60.04,2256,52.68,0,0.244,499.73,X00,1.2285868990015936,494.09,0
REG-00506,05-07-2025 12:00,linha_A,Matutino,M04,15,730.58,C,5.091,bar,2.247,41.25,51.68,3429,69.78,2,4.04,606.44,B07,0.29528621360115204,588.46,0
REG-00507,2025-05-07 18:00:00,linha c,Tarde,M06,8,728.24,C,4.684,bar,2.632,43.48,53.79,2351,49.71,0,2.903,474.84,A12,0.07565796369986828,471.3,0
REG-00508,08/05/2025 00:00,linha_B,Noturno,M01,11,765.03,C,6.005,bar,2.908,38.26,64.14,2862,46.88,0,2.381,498.83,X00,0.2601361591231718,486.45,0
REG-00509,05-08-2025 06:00,A,MANHA,M04,1,1359.74,F,4.965,bar,2.299,42.02,41.37,1388,33.17,0,2.812,462.9,A12,0.7329059309617004,461.61,0
REG-00510,2025-05-08 12:00:00,A,N,M08,5,751.41,C,5.259,bar,2.584,43.39,57.45,2423,20.18,0,3.019,480.87,A12,0.24077489314101702,467.34,0
REG-00511,08/05/2025 18:00,Linha C,tarde,M08,13,1413.36,F,5.626,bar,2.68,34.41,63.39,2294,66.68,2,2.047,552.6,B07,-1.8095168331490818,536.26,0
REG-00512,05-09-2025 00:00,L-A,Noturno,M02,2,759.96,C,5.627,bar,"2,319",41.15,33.61,4836,33.54,0,0.722,561.56,C99,1.0895088640288708,544.71,0
REG-00513,2025-05-09 06:00:00,Linha A,NOITE,M04,2,766.54,C,81.032,psi,1.642,40.64,,2676,43.47,0,1.48,555.02,B07,0.11967520807609801,"535,22",0
REG-00514,09/05/2025 12:00,L-A,Manhã,M04,13,732.96,C,4.993,bar,2.783,46.63,34.91,890,58.75,3,3.461,524.21,X00,0.6848528072217465,514.16,0
REG-00515,05-09-2025 18:00,linha_A,Noturno,M05,5,754.69,C,4.785,bar,2.239,33.7,53.59,2099,26.06,1,1.83,521.42,B07,-0.4059435260331593,503.96,0
REG-00516,2025-05-10 00:00:00,linha a,MANHA,M05,5,765.57,C,5.478,bar,2.059,40.28,41.04,3863,29.92,0,1.98,461.02,X00,-1.8267165460869084,441.41,0
REG-00517,10/05/2025 06:00,linha_B,Vespertino,M01,9,796.71,C,7.317,bar,3.362,39.83,72.17,1494,64.36,1,3.046,569.14,C99,-2.2789096198743364,569.58,0
REG-00518,05-10-2025 12:00,L-A,tarde,M07,3,754.96,C,5.13,bar,"2,043",,41.11,1484,42.09,1,1.555,468.42,A12,-0.9443677893577699,466.26,0
REG-00519,2025-05-10 18:00:00,Linha C,N,M-erro,1,753.91,C,5.234,bar,1.723,41.8,35.2,2368,29.23,0,1.128,481.36,B07,0.5172942368575506,486.04,0
REG-00520,11/05/2025 00:00,linha c,MANHA,M03,1,782.58,C,5.868,bar,2.035,50.08,56.6,2298,34.68,0,1.841,476.43,A12,1.2978909549642772,461.03,0
REG-00521,05-11-2025 06:00,L-A,manha,M07,2,754.68,C,79.162,psi,2.252,44.98,50.04,2819,50.43,1,2.124,514.36,X00,0.3019712252759173,518.65,0
REG-00522,2025-05-11 12:00:00,L-A,Noturno,M06,3,750.52,C,4.958,bar,2.243,40.15,36.94,943,49.81,0,0.635,448.2,C99,-1.0522274093741641,455.61,0
REG-00523,11/05/2025 18:00,Linha B,Vespertino,M04,11,782.87,C,6.121,bar,3.569,43.08,61.31,3827,30.61,0,2.028,505.78,B07,-0.7841241436436474,506.95,0
REG-00524,05-12-2025 00:00,L-A,Tarde,M08,5,769.66,C,6.087,bar,,40.41,31.1,1698,60.61,0,0.265,545.76,C99,1.3607830986511766,551.39,0
REG-00525,2025-05-12 06:00:00,linha_A,Matutino,M04,2,752.28,C,5.024,bar,1.835,45.87,42.57,3787,48.99,0,1.513,520.25,C99,-1.3107808705415498,510.42,0
REG-00526,12/05/2025 12:00,Linha C,tarde,M05,1,755.44,C,5.639,bar,2.188,36.01,48.1,3171,34.37,1,2.793,549.68,C99,2.1017728815143633,550.11,0
REG-00527,05-12-2025 18:00,linha_C,N,M02,8,1337.03,F,4.738,bar,2.499,38.29,64.63,1651,30.3,0,2.069,437.32,B07,1.8760375258246291,444.18,0
REG-00528,2025-05-13 00:00:00,C,Matutino,M02,13,725.67,C,4.839,bar,3.205,44.05,70.55,2772,63.25,0,3.665,562.05,B07,2.1347220698698854,554.07,0
REG-00529,13/05/2025 06:00,L-A,Vespertino,M04,6,1409.56,F,5.709,bar,3.055,47.52,68.23,953,47.92,1,3.858,468.93,B07,0.3807014874844444,461.86,0
REG-00530,05-13-2025 12:00,Linha B,NOITE,M05,1,778.03,C,7.175,bar,2.36,32.09,53.16,3747,18.71,0,2.973,476.58,X00,-0.34152481759849457,484.27,0
REG-00531,2025-05-13 18:00:00,L-B,MANHA,M07,4,762.81,C,86.346,psi,2.016,,25.87,2075,37.02,0,1.67,468.4,B07,0.3563462661515362,"467,10",0
REG-00532,14/05/2025 00:00,A,Noturno,M04,8,759.81,C,5.608,bar,2.336,41.37,59.69,2410,82.11,1,2.402,602.91,B07,0.9085849510519427,594.58,0
REG-00533,05-14-2025 06:00,,Manhã,M08,3,774.1,C,5.616,bar,"2,548",33.52,72.65,1459,38.8,1,1.0,498.59,C99,-0.6507759057903191,494.03,0
REG-00534,2025-05-14 12:00:00,,noite,M05,15,779.01,C,6.036,bar,3.81,28.49,69.81,2332,44.1,0,1.439,466.99,C99,-1.1012032378261611,462.68,0
REG-00535,14/05/2025 18:00,linha a,N,M01,12,761.21,C,6.036,bar,3.202,35.12,60.56,2462,37.3,2,2.187,509.59,X00,-0.2839364940306632,492.76,0
REG-00536,05-15-2025 00:00,Linha B,N,M06,6,788.18,C,6.944,bar,2.135,41.91,40.73,1744,63.47,0,2.59,524.5,A12,-0.7723077775323667,499.83,0
REG-00537,2025-05-15 06:00:00,A,Matutino,M05,15,745.25,C,5.575,bar,3.599,41.7,48.7,4913,63.17,2,3.659,619.04,A12,1.2408864786503602,612.36,1
REG-00538,15/05/2025 12:00,L-A,tarde,M04,5,1432.94,F,6.324,bar,2.14,44.85,78.21,1975,57.89,0,1.567,527.51,B07,-0.616429513729315,530.13,0
REG-00539,05-15-2025 18:00,Linha C,N,M04,3,757.76,C,4.993,bar,1.591,39.53,,1560,41.58,0,1.889,466.54,C99,0.09564146659734256,461.5,0
REG-00540,2025-05-16 00:00:00,linha_C,Manhã,M03,15,758.58,C,5.628,bar,3.508,37.01,41.23,3102,68.05,2,2.499,571.45,X00,0.9830405206078427,561.47,0
REG-00541,16/05/2025 06:00,L-B,Matutino,M05,15,785.84,C,5.841,bar,3.569,40.14,66.31,2139,42.82,2,2.827,553.87,C99,1.2798423103458394,546.11,0
REG-00542,05-16-2025 12:00,linha_C,,M05,5,753.6,C,69.434,psi,1.981,42.15,49.83,2706,42.95,0,1.848,474.99,X00,0.20855928185472122,463.15,0
REG-00543,2025-05-16 18:00:00,C,Noturno,M04,9,749.23,C,76.298,psi,3.077,43.04,40.82,3845,49.24,0,1.696,559.29,A12,0.3842962366132518,533.6,0
REG-00544,17/05/2025 00:00,Linha A,NOITE,M03,3,767.41,C,5.905,bar,2.47,38.45,73.34,1128,55.19,1,1.9,510.09,C99,-1.0169906275034755,516.06,0
REG-00545,05-17-2025 06:00,Linha B,Vespertino,M04,10,805.14,C,7.17,bar,3.236,46.06,60.53,2938,50.83,0,3.351,532.22,X00,1.023056646923904,528.36,0
REG-00546,2025-05-17 12:00:00,A,Noturno,M04,11,751.26,C,78.493,psi,2.806,39.2,50.42,891,40.69,2,2.041,523.22,C99,1.263523242297267,503.34,0
REG-00547,17/05/2025 18:00,A,T,M04,11,756.69,C,81.029,psi,3.27,38.09,41.25,984,48.97,1,2.7,504.4,B07,-1.8703530724191204,501.06,0
REG-00548,05-18-2025 00:00,L-B,Vespertino,M03,9,789.27,C,6.033,bar,2.705,39.56,79.57,1188,25.68,2,3.395,512.51,X00,1.7629458205356219,498.72,0
REG-00549,2025-05-18 06:00:00,L-B,T,M05,11,793.48,C,93.803,psi,2.374,46.84,54.71,1479,20.35,0,2.971,439.75,X00,-0.7006594668703151,428.28,0
REG-00550,18/05/2025 12:00,L-B,Tarde,M02,9,771.17,C,5.307,bar,2.973,41.4,71.77,2267,55.78,0,1.185,543.8,B07,0.5946308881352735,526.01,1
REG-00551,05-18-2025 18:00,A,MANHA,M05,13,753.65,C,4.608,bar,3.256,38.87,65.72,4728,46.1,2,2.524,605.25,C99,0.07756172481588772,581.23,0
REG-00552,2025-05-19 00:00:00,Linha A,noite,M01,3,1402.35,F,5.798,bar,3.057,46.17,48.75,4606,35.46,0,1.225,538.45,X00,-0.060375846110576135,527.87,0
REG-00553,19/05/2025 06:00,C,Noite,M04,8,711.12,C,3.77,bar,3.196,51.64,48.84,1233,54.57,0,3.745,483.75,A12,-0.20651797827686397,490.36,0
REG-00554,05-19-2025 12:00,linha_A,Tarde,M07,7,764.05,C,85.961,psi,2.73,42.94,72.36,4962,60.16,0,0.995,560.01,A12,-0.9925633320235557,"557,26",0
REG-00555,2025-05-19 18:00:00,linha_A,Tarde,M07,9,1409.3,F,87.646,psi,2.782,47.55,72.55,3467,52.21,0,2.518,572.66,C99,0.5238280106479776,546.97,0
REG-00556,20/05/2025 00:00,linha_A,Matutino,M06,3,752.11,C,73.196,psi,1.964,46.66,32.48,3125,61.74,0,2.499,519.67,X00,-0.28604466875568385,523.14,0
REG-00557,05-20-2025 06:00,Linha B,noite,M06,5,806.49,C,7.101,bar,1.698,39.27,61.6,4127,47.03,1,3.879,536.58,A12,-1.3094223213243914,524.74,0
REG-00558,2025-05-20 12:00:00,B,Noturno,M01,15,759.12,C,5.242,bar,2.667,42.12,53.55,2834,56.63,0,2.512,523.47,C99,-1.0350046884490358,535.55,0
REG-00559,20/05/2025 18:00,L-B,N,M03,2,766.16,C,73.08,psi,1.367,36.23,42.6,1914,40.28,1,1.471,445.8,C99,-1.2924462636913838,449.86,0
REG-00560,05-21-2025 00:00,linha a,Manhã,M06,10,707.98,C,3.983,bar,2.779,41.08,58.14,3024,31.57,1,3.435,504.21,X00,-0.5245905503020182,"489,77",0
REG-00561,2025-05-21 06:00:00,A,M,M07,10,746.34,C,4.925,bar,1.853,39.18,38.8,3845,58.47,1,3.492,539.21,X00,0.4850993084323594,530.96,0
REG-00562,21/05/2025 12:00,Linha C,MANHA,M05,8,735.88,C,67.041,psi,2.295,40.19,49.4,3667,15.25,0,2.404,455.6,A12,-0.71111805059888,451.84,0
REG-00563,05-21-2025 18:00,Linha B,manha,M07,1,763.82,C,6.306,bar,1.519,38.63,45.42,1513,29.16,0,0.593,462.42,C99,0.9754415567366225,462.0,0
REG-00564,2025-05-22 00:00:00,Linha B,M,M03,1,792.94,C,5.954,bar,1.533,40.71,49.0,4740,36.48,0,3.183,496.15,C99,-0.11921447941736316,504.55,0
REG-00565,22/05/2025 06:00,linha_B,MANHA,M02,5,788.49,C,6.489,bar,1.852,44.4,54.14,1995,31.52,0,2.423,500.72,B07,-0.2894049218413703,487.85,0
REG-00566,05-22-2025 12:00,linha_C,N,M01,2,752.4,C,4.924,bar,,41.46,42.81,4243,31.98,0,2.995,500.06,A12,0.01676543029606905,"494,90",0
REG-00567,2025-05-22 18:00:00,A,manha,M05,2,748.33,C,79.303,psi,2.536,33.61,73.88,2109,59.47,1,2.389,504.95,B07,1.395154931756322,509.48,0
REG-00568,23/05/2025 00:00,Linha A,sem_info,M06,3,773.47,C,6.009,bar,2.188,38.64,60.92,1066,51.85,0,1.782,525.41,C99,-1.3713386919423076,517.41,0
REG-00569,05-23-2025 06:00,linha b,N,M03,3,780.64,C,90.679,psi,,35.16,76.53,4985,30.37,1,3.236,546.7,C99,1.6563669714191442,534.04,0
REG-00570,2025-05-23 12:00:00,A,Tarde,M07,13,753.27,C,4.967,bar,3.159,43.1,53.08,3272,44.97,0,1.11,528.65,C99,0.960160108924635,522.42,0
REG-00571,23/05/2025 18:00,Linha C,Noturno,M06,10,720.11,C,4.035,bar,2.787,44.26,48.41,1701,31.68,1,2.902,505.95,C99,-0.02165649503739868,497.56,0
REG-00572,05-24-2025 00:00,L-B,tarde,M03,1,778.06,C,6.366,bar,1.284,43.15,76.1,801,44.66,0,1.336,509.13,X00,1.1830256847701135,501.31,0
REG-00573,2025-05-24 06:00:00,linha_C,Noite,M02,10,764.58,C,90.754,psi,,38.46,48.06,1342,44.0,1,0.098,511.57,C99,-0.32247285207431253,509.58,0
REG-00574,24/05/2025 12:00,linha_C,tarde,M06,3,796.98,C,98.299,psi,2.345,43.11,52.86,1513,15.0,1,3.35,467.56,A12,0.2856783753269752,"460,22",0
REG-00575,05-24-2025 18:00,linha_B,TARDE,M06,7,1448.8,F,5.999,bar,2.221,39.88,63.64,4687,44.61,0,1.884,516.76,B07,-0.5414145075417328,503.33,0
REG-00576,2025-05-25 00:00:00,linha_C,Noite,M02,1,1359.0,F,71.581,psi,1.137,36.88,40.15,1543,41.47,0,3.106,480.29,A12,0.9664751638852932,465.03,0
REG-00577,25/05/2025 06:00,Linha B,tarde,M03,2,764.67,C,6.49,bar,1.741,45.34,63.54,1480,48.96,0,1.784,526.3,X00,-0.7072556052356674,512.29,0
REG-00578,05-25-2025 12:00,C,Tarde,M04,2,765.94,C,82.873,psi,,45.68,62.0,4318,36.52,0,1.958,519.75,X00,-0.05136778900174049,517.39,0
REG-00579,2025-05-25 18:00:00,A,tarde,M05,7,1357.23,F,76.852,psi,1.522,46.27,70.23,4492,38.93,1,2.308,455.76,X00,0.679138818325196,444.01,0
REG-00580,26/05/2025 00:00,Linha B,MANHA,M02,7,782.91,C,5.928,bar,2.392,39.26,65.68,1677,67.24,1,1.712,566.51,A12,1.0481896414881822,554.47,0
REG-00581,05-26-2025 06:00,Linha B,N,M08,6,795.72,C,95.099,psi,2.671,47.31,70.6,3531,42.28,0,2.71,545.06,C99,-0.8211550417688822,542.6,0
REG-00582,2025-05-26 12:00:00,A,M,M04,10,762.85,C,5.802,bar,3.003,39.78,53.67,3044,55.63,0,2.43,522.98,A12,0.7531382351203657,518.91,0
REG-00583,26/05/2025 18:00,L-A,M,M04,11,751.05,C,5.37,bar,3.933,44.94,44.65,3222,41.73,1,2.675,559.99,B07,-0.9819850811261792,546.36,0
REG-00584,05-27-2025 00:00,linha c,M,M01,11,753.17,C,72.908,psi,3.493,39.7,80.32,2107,56.48,0,1.84,542.54,B07,-2.150330825608929,523.67,0
REG-00585,2025-05-27 06:00:00,B,Noite,M08,9,784.08,C,5.939,bar,"3,322",40.99,36.68,3955,28.33,0,1.674,485.64,B07,-0.748063647230787,492.74,0
REG-00586,27/05/2025 12:00,Linha A,manha,M02,9,740.99,C,5.276,bar,3.93,31.1,37.88,4500,40.26,2,3.324,603.15,B07,0.8346599760763175,581.31,0
REG-00587,05-27-2025 18:00,Linha A,NOITE,M08,8,796.31,C,7.006,bar,2.881,40.64,,3849,30.1,0,2.368,502.74,B07,-0.012216878977847257,486.13,1
REG-00588,2025-05-28 00:00:00,A,Noite,M04,4,756.67,C,5.929,bar,"2,093",42.41,,4593,32.54,0,1.741,517.66,A12,-0.5349979717561932,508.44,0
REG-00589,28/05/2025 06:00,A,MANHA,M07,8,768.96,C,6.4,bar,"2,978",,57.27,1264,59.61,0,1.672,510.99,X00,0.055478323491008334,505.34,0
REG-00590,05-28-2025 12:00,L-C,noite,M02,1,707.46,C,3.971,bar,1.378,49.9,66.99,3559,28.85,1,3.323,469.66,B07,0.02239967301675527,1241.028,0
REG-00591,2025-05-28 18:00:00,linha_B,MANHA,M02,15,795.98,C,6.47,bar,3.498,36.77,31.05,4997,61.62,3,3.569,629.45,X00,0.6218985488643262,625.2,0
REG-00592,29/05/2025 00:00,Linha A,Manhã,M07,6,781.44,C,6.616,bar,1.989,39.46,49.01,3049,60.41,1,2.583,583.3,A12,-1.611709924425648,576.08,0
REG-00593,05-29-2025 06:00,linha b,noite,M07,12,1438.77,F,6.396,bar,3.239,37.93,,4755,49.07,2,4.005,603.21,X00,-0.10235295683451828,605.92,0
REG-00594,2025-05-29 12:00:00,linha_A,Noite,M05,15,773.06,C,80.465,psi,3.157,39.46,64.36,2263,64.93,1,2.708,552.63,C99,0.12427727154152424,558.19,0
REG-00595,29/05/2025 18:00,Linha A,Manhã,M01,8,765.05,C,76.723,psi,"2,231",46.64,36.43,4565,50.97,0,2.617,522.64,A12,-1.3653701638542566,496.53,0
REG-00596,05-30-2025 00:00,linha_B,tarde,M08,13,774.43,C,6.105,bar,"3,376",48.65,39.67,4742,52.0,2,1.865,559.74,X00,-1.3790824212346355,550.97,0
REG-00597,2025-05-30 06:00:00,linha_B,Manhã,M04,8,782.85,C,6.123,bar,2.478,38.85,61.17,3413,53.6,0,1.004,543.31,C99,-0.3647084189823896,533.67,0
REG-00598,30/05/2025 12:00,Linha C,T,M08,2,741.44,C,4.934,bar,0.893,38.75,67.74,3759,59.48,0,2.314,524.74,C99,0.00852428327012511,517.23,0
REG-00599,05-30-2025 18:00,Linha B,,M07,1,1427.08,F,6.327,bar,0.975,36.79,,2995,28.55,0,2.452,467.35,X00,0.012046025055529607,466.97,0
REG-00600,2025-05-31 00:00:00,L-B,T,M07,3,806.28,C,103.763,psi,,47.88,61.84,2131,27.09,0,3.436,523.36,X00,-0.5563484813432451,518.05,0
REG-00601,31/05/2025 06:00,C,Tarde,M06,15,1424.38,F,6.372,bar,3.053,47.04,61.45,3052,40.79,4,3.359,578.03,A12,-0.597334592967124,568.77,0
REG-00602,05-31-2025 12:00,linha_C,manha,M06,8,730.29,C,3.933,bar,2.726,41.52,52.41,4842,56.53,2,1.275,582.11,B07,-0.3951763214792695,575.05,0
REG-00603,2025-05-31 18:00:00,B,N,M05,5,767.8,C,5.823,bar,2.249,35.72,41.86,862,54.55,0,2.475,510.36,A12,0.2985217613487433,508.75,0
REG-00604,01/06/2025 00:00,L-C,noite,M01,7,739.38,C,5.125,bar,2.889,36.12,61.78,1661,36.96,1,2.915,496.01,A12,1.244621006793318,484.9,0
